#  array      clh        mcs        mp         mutex      spinlock   ticket     ttas       
1  686794     732838     684490     0          641924     730803     745941     733722     
2  1375260    1468789    1375310    621604     1291367    1469790    1499320    1476182    
3  2057096    2198389    2059900    791668     1934128    2202452    2250440    2215154    
4  2742014    2936255    2751420    1024700    2580436    2937750    2997307    2945965    
5  3417066    3663300    3434021    1237480    3221550    3670290    3747550    3687450    
6  4103030    4390362    4121580    1340130    3861190    4390272    4486790    4414260    
7  4757130    5127350    4805948    1666440    4500300    5121340    5236581    5150680    
8  5440239    5836299    5469952    1798230    5120460    5834050    5966610    5865544    
9  6098950    6509316    6140360    1905980    5760097    6537190    6696614    6575560    
10 6744510    7203639    6784810    2232860    6385939    7265860    7425222    7239170    
11 7406897    7968275    7469488    2325010    7004860    7925710    8139010    7983800    
12 8053220    8681907    8132438    2453790    7619820    8684029    8851708    8725509    
13 8602760    9364790    8772242    2794750    8191020    9391800    9592115    9452146    
14 9273930    10047800   9362940    2907380    8776250    10087937   10284564   10109900   
15 9936184    10611400   10054778   2978040    9449640    10705700   10965783   10747531   
16 10443800   11223600   10646900   3227890    9943370    11301985   11636700   11330800   
17 10937466   11803300   11156500   3322580    10475431   11892600   12218207   12015185   
18 11486300   12430774   11633300   3316050    11002400   12591236   12793256   12540839   
19 12125000   12959300   12298600   3613370    11455900   13034300   13413202   13137400   
20 12609500   13521351   12757105   3687410    11972810   13682679   14004745   13635900   
21 13025190   14121200   13399918   3589210    12419780   14372900   14635571   14348525   
22 13660200   14696100   13942025   3848650    12984100   14921533   15162200   14766024   
23 14245500   15249800   14358500   3757530    13519216   15465213   15798400   15409400   
24 14629100   15825951   15018300   3927440    13946175   15953500   16101600   16019358   
25 15061172   16232127   15545317   4110120    14371246   16542651   16854380   16557800   
26 15539546   16877666   15926343   4308460    14886066   17146256   17429295   16948222   
27 16101500   17335676   16190500   3801250    15244491   17603320   18023854   17448498   
28 16634933   17820739   16822981   4228490    15833844   18066794   18540922   18052844   
29 16919038   18327912   17426843   4333560    16116100   18739833   18998644   18479195   
30 17436040   18894578   17741522   4174000    16634664   19183059   19602049   18920219   
31 18023465   19174468   18405496   4303500    17000056   19683766   20169826   19499901   
32 18352362   19700672   18753367   4398110    17387870   20141743   20519151   19954747   
33 18373016   20115722   19234994   4137690    17787504   20569518   21006266   20281340   
34 19135430   20541771   19586358   4378650    18160558   20972490   21332410   20664408   
35 19460721   20828613   19751764   4160380    18423844   21318531   21724777   21062751   
36 19714386   21283947   20335439   4113440    18638091   21574770   21988873   21470792   
