#  array      clh        mcs        mutex      spinlock   ticket     ttas       
1  1029213    1246399    1253216    1213248    1465414    1487881    1347419    
2  2184528    2486195    2542209    2244261    2849303    2857728    2676650    
3  2923219    3681515    3731616    3365950    4257500    4229554    3863665    
4  3996664    4642131    4651405    4304642    5537072    5540402    5015680    
5  4615824    5630263    5816248    5285256    6792662    6803553    6243789    
6  5427444    6477840    6898078    6162386    8071841    8011798    7365699    
7  6158682    7548212    7899181    6949966    9162141    9147278    8388753    
8  7059873    8465399    9098601    7665632    10236433   10270301   9538461    
9  7461191    9367116    10257043   8512029    11234391   11219591   10459691   
10 8249938    10520903   11049906   9133488    12306517   12520869   11367013   
11 8403621    11256696   12155895   9640885    13216560   13177812   12168578   
12 8983832    12091383   12943511   10336589   14258807   14432286   13304721   
13 9684332    12841834   13681957   10835280   15128658   15247572   13956457   
14 10360490   13606113   14740971   11551561   15981638   15981383   15009625   
15 10856024   14330778   15449657   11912924   17064532   17013164   15707910   
16 11794541   14632833   16084440   12468505   17976736   17888200   16694827   
17 11956424   15162985   17203084   12730435   18324092   18155986   17395896   
18 12284720   15447438   17622064   13174245   19064904   18919756   17730532   
19 12500399   16228830   18203232   13872573   19875164   20435876   18291084   
20 13477086   16161384   18956570   13987619   20759824   20648370   19133204   
21 14360732   15962305   19112848   14574158   21508744   21421530   20250768   
22 14728010   16668828   19790274   14970786   22172544   22042064   20730146   
23 15126615   16968682   20369888   14996810   22385716   23014994   21171868   
24 15579345   17191776   20793580   15269621   23168900   23240616   21754452   
25 15874332   17124696   21761852   15817776   24026776   23672860   22459892   
26 15931053   17005020   21897424   16175860   24680658   24362206   22870892   
27 17003184   17488276   22320912   16383834   25006772   24641128   23103112   
28 17198070   17452118   22413766   16961150   25178118   25140140   24122364   
29 17455830   17822968   23507736   16845052   25847984   25839736   24291358   
30 18255388   17976360   23840640   17530196   26795512   26879820   25263856   
31 18632408   18164736   24250760   17930740   27096584   27361720   26123792   
32 19404496   18180884   24835392   17750112   27528192   27302268   25803388   
33 19249510   18161976   24774918   18098064   28377848   28074316   26532014   
34 19891128   18040152   25673888   18197400   28907072   29008706   27284126   
35 19678202   18423652   25934726   18676986   29873154   29155396   27549488   
36 20756288   18901190   26247252   18987116   30220844   30219526   28321580   
