#  array      clh        hclh       hticket    mcs        mp         mutex      spinlock   ticket     ttas       
1  7844570    9482670    7493860    8737109    9477957    0          9809554    9662178    10137163   9394189    
2  7365930    8492790    5401120    8407740    8889780    2256520    6417184    9768630    9863540    7994090    
3  8343070    10514130   6363176    9519610    10132000   4012720    6919717    11591800   11327700   9140260    
4  9282030    12338958   7223330    10358900   10767088   4201650    6894537    12968131   12362417   10161453   
5  10220084   13133100   8116980    11560917   11611100   5477790    6366868    13903018   12960224   10803898   
6  11186600   14092500   8802620    12453900   12171300   6546870    5356300    14700081   13453900   11341914   
7  12032700   15245029   9643758    13438400   12656903   6998470    5683896    15316800   13902200   11886727   
8  12740100   16104169   10390000   14022500   13221670   8272350    5678485    15505900   14116193   12139600   
