#  array      clh        mcs        mutex      spinlock   ticket     ttas       
1  725182     746403     711949     657711     767672     763524     746778     
2  1417245    1467130    1408065    1296241    1528365    1519870    1484036    
3  2106751    2195120    2098880    1916346    2265186    2244437    2201700    
4  2772310    2892767    2766653    2516921    2979235    2950346    2895409    
5  3413247    3569909    3416889    3092290    3673656    3642641    3573002    
6  4044063    4229484    4065837    3658915    4347001    4317923    4214048    
7  4653885    4877086    4677751    4194899    5004150    4962652    4847094    
8  5252537    5496948    5285508    4725613    5630987    5596349    5460706    
9  5707144    5974492    5754391    5108677    6078706    6062664    5881809    
10 6121283    6421501    6192390    5473150    6544723    6526428    6354860    
11 6565614    6871937    6660572    5837968    6969171    6989241    6796442    
12 6970735    7297757    7112718    6189385    7377154    7422496    7212923    
13 7377607    7715604    7532914    6528582    7776320    7854180    7589589    
14 7766485    8147035    7934657    6856234    8182179    8270271    7986442    
15 8153349    8554190    8347903    7177689    8557296    8649587    8351638    
16 8509720    8926650    8745264    7472877    8943053    9050005    8715371    
17 8707068    9158815    8980117    7596251    9093076    9225499    8907302    
18 8949469    9388098    9202780    7758657    9291185    9437193    9097254    
19 9183861    9595508    9438846    7887279    9480084    9635859    9270898    
20 9393118    9840696    9651953    8023336    9618135    9830337    9459993    
21 9603899    10082518   9911610    8142382    9814997    10004242   9620232    
22 9795783    10244016   10146535   8265816    9961485    10177277   9783962    
23 10031140   10479851   10367839   8388201    10120810   10367417   9919782    
24 10175279   10702132   10568564   8493280    10278978   10509519   10037950   
25 10199501   10754663   10639065   8480104    10283699   10477538   10073140   
26 10287172   10815011   10735152   8464511    10288771   10451002   10120986   
27 10346997   10883535   10813303   8455960    10303921   10444331   10116758   
28 10430969   10968147   10897890   8446107    10327216   10417807   10127946   
29 10499272   11046720   10970465   8415262    10364451   10411000   10096450   
30 10552278   11121325   11067132   8411813    10376044   10407354   10101556   
31 10618353   11205406   11171398   8408430    10400426   10384506   10078996   
32 10690856   11279098   11218275   8352222    10403879   10341970   10025330   
33 10962457   11579070   11534003   8606654    10719531   10642407   10330157   
34 11263405   11861153   11824097   8842620    11010106   10939935   10658215   
35 11482920   12126314   12039796   9052332    11251478   11159845   10953436   
36 11731493   12411474   12298024   9239757    11535433   11415409   11230147   
