#  array      clh        hclh       hticket    mcs        mp         mutex      spinlock   ticket     ttas       
1  8445880    9346977    7348719    8075385    7177407    0          9609185    8866010    9876900    9449680    
2  12737610   11115476   9234415    11989300   12029961   3693060    10047547   14275100   13248200   13325800   
3  15041091   14533200   10584135   12885320   13130700   6311880    10070823   16363437   14427400   15159100   
4  17040750   15679500   12023132   13317567   14037836   6647670    10494000   17481120   14937665   16185444   
5  19053589   16370893   13075200   13522400   14565923   8708810    10680821   17716844   14570600   16281800   
6  20568963   16601800   13162626   14161800   14870300   10247400   10331722   17367022   14391164   16444800   
7  21231824   17370566   14298200   15131400   15641800   10204100   10463880   18077126   15071863   17615433   
8  21962551   18347058   15506956   15601900   16384600   11461600   10591724   18696943   15849000   17968355   
9  22141220   18901157   16376100   16195869   16777671   12382600   10693564   19251956   16246400   18594789   
10 22826064   19403814   17103624   16649500   17108262   13131600   10759971   19480388   16439054   18843837   
11 23779022   19590809   18313284   17041138   17543476   14143100   10862461   18644345   16754900   19014038   
12 24093415   20066525   19059676   16879000   17554511   14661500   10747519   19658306   16730000   19040570   
13 19783114   17038860   16393705   13586500   14528955   12954200   8881358    14599366   12116100   13838085   
14 17357688   15108907   14850656   11841800   12785216   13164700   7649210    12220500   9788640    11334600   
15 16074000   14154800   13997040   10945300   11240200   13591500   7090651    11562400   8788300    10236128   
16 15410700   13421186   13425787   10430046   10727300   15665400   6621950    11200000   8337430    9743612    
17 14947991   12584900   12995100   10055500   10604115   16496700   6282400    10273500   7894240    9234212    
18 14380100   13111100   13042600   9816398    10927400   17030900   5930304    10750143   7705140    8921460    
19 14323200   12838055   13016700   10061448   10801400   16466100   6079617    10840590   7592594    8799820    
20 14697800   13398478   13084400   9060170    10982794   16742600   6122010    10547572   7606846    9086391    
21 14513989   13113900   13152799   9991270    11045200   17019300   5818184    10605700   7475330    8775810    
22 14454582   12739743   12482420   9550810    11216000   15904100   5923760    10455600   7458203    8930310    
23 14507000   13224974   12683356   9587889    11220000   16106400   5878810    10668750   7586280    8919360    
24 15062500   13832675   13314600   9100200    11409405   16307200   5868310    10604300   7571892    8851295    
