#  array      clh        hclh       hticket    mcs        mp         mutex      spinlock   ticket     ttas       
1  1210580    1402090    1197710    1409660    1508900    0          1524060    1597760    1609990    1514880    
2  1237570    1334850    935764     1544080    1650770    1128490    1307280    1722820    1726280    1686200    
3  1526220    1647930    1153870    1950960    2091840    2193220    1611660    2168540    2174940    2139444    
4  1885334    1963670    1365960    2461290    2595218    2086030    1998110    2696600    2707880    2660970    
5  2200470    2278600    1579000    2929120    3032770    3087770    2349670    3196990    3211220    3158820    
6  2548540    2591540    1790400    3333390    3558520    3847990    2667357    3600520    3731180    3609330    
7  2906920    2908210    2091850    3801210    3971210    4074420    2992330    4177290    4137600    4156888    
8  3268062    3242900    2251640    4262220    4439800    4848830    3365090    4634720    4660242    4558000    
9  3581960    3508670    2414180    4666080    4787740    5443770    3656890    5104870    5112600    5010680    
10 3935070    3824380    2626970    4999130    5269080    5799630    3968750    5490320    5451770    5443290    
11 4140670    4052980    2802530    5338060    5608850    6465950    4228980    5903330    5951040    5750020    
12 4436680    4296230    2999500    5754250    5933850    6929380    4514070    6318850    6276845    6195030    
13 4744900    4678490    3232990    6128610    6345540    7409850    4724431    6650210    6671790    6624700    
14 4941790    4891930    3434200    6486190    6775440    7972250    5040520    7015360    7111790    6939550    
15 5246470    5114250    3570320    6832150    7111230    8456740    5222780    7478100    7464357    7366200    
16 5458150    5440999    3739470    7120560    7387300    8882280    5498110    7869950    7822380    7722210    
17 5649880    5580210    3912946    7516430    7663980    9409760    5630550    8154390    8145860    8052870    
18 5817330    5879210    4046950    7823290    8005370    10232300   5757890    8488702    8401370    8276280    
19 5929730    6100130    4279970    7938560    8251830    10490100   6009200    8731150    8757760    8607730    
20 5975180    6341980    4456650    8315330    8530220    11018600   6134660    9157799    9063110    9010020    
21 6004220    6553300    4661650    8534800    8771140    11352900   6285810    9263500    9329570    9207080    
22 5915740    6849420    4797780    8683220    9026220    12063200   6356840    9554970    9515269    9447790    
23 5714950    7069300    4914380    8780690    9214970    12547900   6424300    9681580    9640760    9493220    
24 5692830    7273040    5081520    8792980    9316880    13055600   6469770    9748697    9691120    9664190    
25 5552750    7503390    5283400    9540760    9382581    13607900   6440020    9770570    9704760    9634240    
26 5452050    7522230    5421690    8622540    9376040    14061600   6398790    9717050    9608720    9564730    
27 5324350    7820560    5569710    8433740    9343120    14573100   6321880    9544570    9301240    9454230    
28 5220120    7940360    5630089    8215260    9236000    15118300   6264740    9262020    9306710    9276920    
29 5171520    8077412    5913300    7990160    9166450    15610000   6131860    9002060    9105210    8927660    
30 5079910    8352440    6007560    7770890    8842020    16091900   6019560    8644010    8494340    8939450    
31 4895380    8354860    5897100    7656740    8435350    16751700   5914470    8292090    8498830    8581750    
32 5000820    8349670    6219910    7579010    8280670    17125800   5772890    8593110    8276450    8372520    
33 4760830    8389640    6050810    7459600    8230880    17645500   5677110    8131290    8110670    8310440    
34 4895080    8457300    6444990    6910770    8050270    18177100   5553570    7954650    7732690    8112260    
35 4670060    8479300    6576050    6885800    7770260    18683000   5507080    7656120    7651450    7889270    
36 4840889    8330589    6661950    7074130    7449690    19158700   5413580    8088830    7791810    8026009    
