#  array      clh        mcs        mp         mutex      spinlock   ticket     ttas       
1  1551656    1863881    1749755    0          1484141    1982155    2036302    1783590    
2  2799880    3402167    3164523    2013397    2585302    3715397    3703729    3337186    
3  3711585    4906635    4747511    3753482    3338169    5187162    5246223    4603734    
4  4933892    6216675    5935464    3933735    3996309    6789405    6803972    5986616    
5  5585071    7476988    7042571    5632301    4551583    8112749    8269573    7132220    
6  6535935    8681718    8268227    6951614    4875203    9280862    9423386    8295395    
7  7330186    9761237    9074026    6927645    5299896    10466919   10681704   9098707    
8  8621121    10769668   9888227    8216556    5207989    11597035   11429011   10060715   
9  8899334    11753901   11022654   9208456    5436149    12338170   12278092   11153989   
10 9601747    12577992   11843055   10498403   5060004    13424792   13242982   11609228   
11 10287132   13125222   12637707   11793792   5001999    14090868   14223750   12078446   
12 10900012   13415467   13046846   12719421   4771797    14794101   14686949   12454442   
13 11607949   13490626   13719253   13190927   5109299    15195672   15290539   13328166   
14 12066784   13794975   13929566   14326160   4958134    15889227   16197877   13596981   
15 12575278   13310337   13357381   15418240   5107710    16570549   16285583   13916120   
16 13433788   13079030   12807339   15367921   4912269    16498603   16924482   14528466   
17 13149647   12843764   12607573   16219855   5133904    17151722   17188446   14806707   
18 13037075   12813481   12230174   16813807   5024265    16256977   16702526   14680407   
19 12998682   12547302   11770801   17811781   5254599    16453113   17633652   15120411   
20 13307644   12406868   11665038   18062786   5200028    16290334   16645895   14172370   
21 13927453   12202150   11462910   19008048   5254308    16340229   17050122   14245356   
22 13465231   12278831   11276597   22603919   5182844    15571028   15976829   14287817   
23 13812762   12090842   11262059   24046146   5226181    15519895   16581138   14782738   
24 13548742   11968539   11039064   24685851   5288942    14495577   16182469   14314237   
25 13365354   12103750   10976708   24875193   5233974    14996211   15794890   13844531   
26 13234572   12136490   10787739   25810030   5181248    14357990   16286341   14167872   
27 13584021   11820901   10694349   26497465   5200952    14308351   16638159   14024052   
28 14217626   11917336   10642844   21002659   5218485    13650560   15565193   13839154   
29 13673068   11844604   10423725   21514102   5227278    13143437   15728506   13666708   
30 13418515   12020380   10502670   22170921   5286776    13409190   15930597   13588292   
31 13636734   11794433   10246257   24923473   5278213    13212512   15919761   13867927   
32 13289303   11803784   10245702   25166089   5347138    13267369   15654816   13828443   
33 13438252   11794258   10293111   25396287   5235015    13575277   15293748   13439883   
34 13313017   12059655   10282296   23544400   5336456    12828256   15701404   13402148   
35 13516423   11994379   10159641   23893412   5364926    12421904   15331645   13569508   
36 13905265   12018672   10135308   24114394   5453373    12358769   15122178   13517002   
