#  array      clh        mcs        mutex      spinlock   ticket     ttas       
1  1424586    1726390    1725600    1399303    1956480    1944616    1771400    
2  2703810    3237740    3298088    2758960    3746550    3675960    3381610    
3  3667540    4805593    4948300    4049945    5547572    5514890    4913930    
4  4894758    6295526    6514150    5225653    7292920    7154040    6518690    
5  5591162    7783150    8047709    6410670    9036088    8900265    8073440    
6  6791710    9191599    9566000    7633220    10683357   10441261   9599433    
7  7605420    10731238   11084833   8888061    12455967   12168742   11157300   
8  8724556    12155700   12568860   10042900   14183400   13907200   12691539   
9  9192460    13592461   14133553   11037800   15920487   15507300   14184031   
10 9925202    15007000   15636510   12355300   17650452   17213250   15726129   
11 10790077   16411730   17082364   12989300   19315758   19016593   17146140   
12 11289700   17541716   18670407   13674585   21028938   20528264   18834174   
13 11918600   17931282   19755574   14177400   22383294   21874408   19874517   
14 12942100   17565988   20455504   14725952   23296039   23124410   21233773   
15 13524000   17752682   21373404   15156755   24236533   23639920   21876244   
16 14584700   17419748   21583345   15850600   24974865   24547702   22801152   
17 14847200   17140742   22429982   16121100   25946834   25270492   23376288   
18 15471038   17057915   22969184   16680194   26740724   26215527   24403958   
19 16016600   17085430   23556281   17167806   27590630   26683247   25133532   
20 16720300   16972959   24156255   17564598   28217010   27848783   25946007   
21 17597813   17107878   24747876   18085532   28789984   28341275   26584293   
22 17778470   17334531   25199863   18466735   29467931   29091086   27277751   
23 18631597   17239724   26144209   18894899   30390570   29789866   27661348   
24 19195326   17332133   26581910   19106426   31091743   30661476   29148148   
25 19608234   17300359   26728282   19748057   31812276   31971232   29630268   
26 20544985   17389271   27512446   19908944   32563150   31801440   29952090   
27 20650994   17616353   28112285   20715589   33792380   32727054   30618202   
28 21371305   17906686   28431229   20790276   34228468   33841362   31972666   
29 22466866   17671086   28833178   21297685   34911590   34587662   32857892   
30 22678955   18031938   29608443   21460131   35525706   35243212   33480186   
31 22863009   18320357   29827297   21960503   36180602   36239166   33822600   
32 24610598   18397649   30415044   22189241   37020788   36807800   34703494   
33 24229119   18521229   31218964   22637859   37593460   37494338   35635838   
34 24631807   18898366   31171389   22848174   38699128   38134316   36220654   
35 25153526   19224776   31825592   23293222   39467952   39066332   36700560   
36 25484194   19410185   32524393   23517090   40435886   39761022   37382534   
