#  array      clh        mcs        mp         mutex      spinlock   ticket     ttas       
1  1024341    1284960    1279073    0          1184404    1468385    1492280    1368919    
2  1634014    2060006    2104717    740067     1867406    2347204    2336882    2220594    
3  2801510    3354863    3391080    1234976    3087476    3855919    3419668    3583999    
4  3573793    4106848    4201731    1377083    3691099    4762700    4742859    4443074    
5  4064440    4828207    5024039    1834147    4439132    5664339    5656652    5280774    
6  4713165    5562434    5870573    2175926    5133342    6571140    6553347    6133379    
7  5301289    6281470    6653828    2346735    5696405    7406658    7389041    6908637    
8  6088520    6939390    7370808    2602379    6245472    8202664    8167836    7667648    
9  6518883    7571405    8111115    2840339    6813286    9025088    9019555    8462648    
10 7121994    8116331    8803051    3263308    7383687    9850807    9824032    9256352    
11 7674483    8691578    9524883    3551123    7978688    10700865   10666974   9956935    
12 8231376    9225435    10163087   3687997    8467393    11454261   11590972   10722106   
13 8956399    9729009    10565895   4013128    9002269    12059453   12317053   11289587   
14 9540292    10039826   11613725   4293453    9201373    13103500   13049211   12099012   
15 9922917    10498014   12058912   4375820    9862261    13445992   13744992   13034185   
16 10798093   10831840   12707504   4669991    10335393   14744933   14753365   13875465   
17 10961050   11252836   13496238   5057141    10484626   15128274   15480451   14568405   
18 11513946   11417688   13953329   5090694    11054438   16076317   16030700   15033720   
19 11973746   11738237   14481423   5571747    11506899   16746034   16786534   15802277   
20 12358965   12027883   15010639   5667867    11875184   17569772   17515696   16507433   
21 12804429   12215566   15345198   5918589    12041277   17897700   17859780   17028924   
22 13242925   12481418   15733682   6430469    12608623   18487572   18682252   17583008   
23 13605172   12621860   16273196   6570119    12783226   19137224   19017416   18176552   
24 14329923   12911310   16870766   6801625    13204438   19976464   20149536   19003228   
25 14527614   12972435   17261216   7124516    13488477   20644312   20676732   19556956   
26 14929589   13239384   17743144   7127460    13748457   20992312   21167712   19949706   
27 15200892   13311439   18019124   7423894    14034968   21400112   21672844   20456588   
28 15625441   13732766   18484568   7570614    14278802   21934116   21882116   20880144   
29 15469504   14062388   18890268   7759692    14444634   22555838   22698574   21304852   
30 15974430   13937749   19228878   7951967    14740813   22985544   23608904   22047144   
31 16197292   13856138   19377660   8437825    14926659   23948360   23893698   22491728   
32 16929336   14138763   19604614   8390478    15041078   24455516   24259934   22970280   
33 16870318   14419623   20063832   8494766    15384265   25022576   24508692   23258900   
34 17060578   14482544   20012904   9042513    15473547   25324440   25190840   24029768   
35 17283672   14713433   20636292   8922049    15495778   25585440   25532402   24370636   
36 17317744   14806160   20598288   9185861    15814215   26147872   26269412   24880216   
