#  array      clh        mcs        mp         mutex      spinlock   ticket     ttas       
1  1217058    1427831    1340234    0          1164344    1482648    1494268    1405249    
2  2154688    2630223    2502328    972444     1924481    2782537    2812278    2579361    
3  2979399    3727759    3542444    1825962    2249293    3914118    4010860    3732117    
4  3893202    4533610    4481506    1897006    2640102    5027881    4811942    4600511    
5  4514681    5545244    5411226    2703093    2915833    5974806    5954365    5459550    
6  5054753    6215709    6062225    3368574    2979559    6812468    6745150    6085723    
7  5775684    6947545    6732592    3661244    3133633    7571855    7535388    6779291    
8  6399235    7485204    7184447    4440338    2918084    8004832    7970155    7112804    
9  6425808    7769569    7653983    5086298    3000751    8291091    8263733    7548488    
10 6833237    7901161    7904270    5254882    3058690    8414766    8459075    7646715    
11 7106200    8041340    8294113    5936970    2958186    8726123    8652067    7823741    
12 7271250    8171181    8447098    6512818    3025447    8601771    8757225    8174604    
13 7528948    7990331    8608230    6452672    2974157    8470986    9133009    8334117    
14 7783114    8121332    8506238    6973882    3023151    8693727    9312220    8308846    
15 8018317    7904143    8269635    7613440    2993144    7483974    9320916    8561017    
16 8118543    7706910    7926169    8803679    3111552    6337112    9322561    8666624    
17 8197168    7641523    7811055    9315395    3049974    8942095    9637876    8865603    
18 8311181    7637405    7495036    9771569    3116128    6028420    9493248    8749424    
19 8116873    7496809    7440368    9960107    3095379    7119749    9493471    8679766    
20 8037361    7325180    7261884    10208742   3114812    5858026    9266315    8405806    
21 7948194    7271487    7053926    10909762   3131678    6110184    8954239    8287411    
22 8009390    7210580    7061380    10027112   3155421    6257508    8916756    8322063    
23 8046618    7092441    6998699    10489715   3194322    5448652    9111893    8359965    
24 7955630    7121217    6770599    10831095   3130018    5527394    8696440    8223870    
25 8108375    6980957    6794215    11637068   3156669    5574495    8917659    8266732    
26 7862247    7170564    6648951    11969350   3254276    4874817    9069895    8040833    
27 7950065    7079360    6577776    12088760   3204125    5141885    8582205    8113637    
28 7929977    7147813    6619446    12372490   3200795    5596519    8553032    7789404    
29 7728388    7191815    6406874    12405352   3209799    5351962    8496954    8193261    
30 7616479    7145520    6412689    12472121   3224754    5016924    8514104    7872859    
31 7763092    6932908    6378123    15219029   3118212    4991426    8370897    7729962    
32 7820625    6929636    6146671    15463778   3251341    4944692    8696663    7728744    
33 7639119    6915697    6235234    15747792   3212192    5436650    8477886    7545957    
34 7776329    6850858    6300474    17587432   3176002    5018082    8408136    7607485    
35 7546272    6891823    6225645    17921629   3209268    5343784    8341715    7632104    
36 7669465    6839731    6130712    18656564   3269258    4400100    8280592    7495576    
