#  array      clh        hclh       hticket    mcs        mp         mutex      spinlock   ticket     ttas       
1  4036280    4362330    3496860    4303723    4576940    0          4763540    4884128    5002200    4613750    
2  5732284    5970370    4026080    6381510    7213300    1889791    6389355    7227890    7304770    6220290    
3  7438630    8087016    5222969    8693420    9480462    3352990    8437746    9703967    9813618    8265610    
4  9018250    10093200   6206120    10640447   11879400   3452380    10362078   11941193   12120700   10060507   
5  10387911   10980100   6923035    12214951   13551200   4513610    11531800   13483500   13302023   11350397   
6  11866000   12260400   7574940    14385955   15244100   5317480    12861600   15218241   14931100   12753100   
7  13245063   13434235   8431820    16046036   17015144   5659410    14284400   17020351   16593400   14323237   
8  14795915   14862000   9290558    17928171   18675746   6651490    15512100   18770060   17688830   15778220   
