#  array      clh        hclh       hticket    mcs        mp         mutex      spinlock   ticket     ttas       
1  6477410    7387939    5391860    7043940    7887840    0          8305666    8411200    8846620    7723650    
2  7313100    7811600    4716621    8673430    9631840    2218150    8492310    10813162   10319810   8146440    
3  9081540    10063050   5830410    12347273   12556420   3894680    10712236   12709000   13190500   10306141   
4  10781722   12136900   6967210    13326200   15298000   4092220    12765481   15355161   16036300   12401614   
5  12674412   13529585   7820843    16218500   18141826   5461220    14747357   18423993   18970280   14384782   
6  14827800   15326347   8685860    19136864   21083327   6681630    16845978   21341483   22266166   16561123   
7  16727155   17213802   9636330    21746006   23792389   6807630    18966828   24284598   25249016   18821791   
8  18295012   18929481   10497160   24394824   26547723   7916230    20944301   26927130   27931816   20022584   
