#  array      clh        mcs        mp         mutex      spinlock   ticket     ttas       
1  673995     715602     687193     0          643088     738373     722668     719576     
2  1354928    1432366    1369664    608411     1287469    1477049    1445985    1435177    
3  2015532    2160072    2072212    779612     1936439    2223458    2175359    2156400    
4  2703704    2861105    2755279    1012378    2575036    2954015    2890123    2880644    
5  3361771    3588357    3465157    1222378    3232113    3712938    3635505    3619977    
6  4052437    4293025    4126708    1326097    3847750    4415406    4323213    4306867    
7  4680031    5008781    4819583    1642788    4519890    5188346    5079905    5064555    
8  5395336    5712235    5494898    1785937    5125365    5881781    5760729    5739466    
9  5920860    6359795    6097042    1883840    5699003    6542468    6425881    6382853    
10 6545159    6891845    6653963    2168427    6171528    7087243    6971766    6922305    
11 7041305    7566158    7299392    2234173    6763298    7753674    7656664    7600958    
12 7697769    8074339    7795867    2337815    7224224    8289549    8192380    8116261    
13 8178144    8773333    8478886    2646998    7828298    8986561    8887693    8798710    
14 8826372    9249443    8953506    2712127    8269780    9487164    9405574    9299522    
15 9277985    9854440    9651081    2798517    8891716    10204675   10117750   10003752   
16 9934871    10427097   10090082   3037163    9301917    10690159   10580125   10465070   
17 10260294   10901813   10665770   3077480    9789463    11248270   11161173   11028298   
18 10771623   11273262   10947494   3092153    10019253   11488402   11446749   11288386   
19 11105299   11880840   11540216   3391248    10531857   12106419   12045367   11896656   
20 11456214   12312277   11775254   3423296    10732614   12338000   12264014   12130102   
21 11923828   12568098   12420782   3456490    11271430   12961761   12912164   12734182   
22 12428127   13204722   12626182   3712420    11445423   13177982   13112781   12920658   
23 12702318   13441714   13081608   3577000    11991409   13805056   13788712   13596819   
24 13346019   14078959   13458311   3493048    12169641   13968775   13967036   13772261   
25 13367482   14127158   13983611   3512342    12557451   14457459   14456320   14229857   
26 13847808   14601087   13947246   3448251    12531469   14458985   14383579   14156806   
27 13814902   14597842   14490692   3421613    12952086   14949563   14923807   14715932   
28 14072183   15116243   14442948   3474983    12906871   14838213   14854486   14648076   
29 14292161   15076821   15029845   3426632    13346063   15426273   15418812   15161435   
30 14851321   15277083   15276034   3434219    13268088   15299973   15281102   15065616   
31 14807960   15606133   15221248   3557322    13715915   15902340   15883264   15638141   
32 15399928   15740932   15519634   3521229    13613540   15770527   15761040   15477092   
33 15542895   16516171   16067887   3520507    14455231   16789164   16746595   16491410   
34 16312266   17383602   17027522   3674143    14695983   16955744   16897416   16674166   
35 17104280   17702522   17168554   3652076    15556451   18031812   17963442   17686098   
36 17689712   18432300   18177860   3643460    15710893   18219184   18024626   17809092   
