#  array      clh        mcs        mp         mutex      spinlock   ticket     ttas       
1  935658     1005490    931546     0          831914     978177     1016850    982860     
2  1768960    1939610    1786710    800001     1585987    1884760    1949940    1896630    
3  2568450    2796860    2621061    1104760    2275900    2725510    2815050    2739520    
4  3287086    3611760    3368399    1387990    2903623    3495270    3623685    3509970    
5  3974990    4315930    4093610    1723120    3457654    4195880    4349288    4205622    
6  4596091    5023310    4730550    1886410    3959210    4774075    5031931    4764540    
7  5166086    5651740    5360687    2305720    4415731    5401380    5627660    5395480    
8  5664302    6221220    5841320    2525710    4833021    5900014    6197209    5818925    
9  6105886    6653148    6396506    2632280    5108450    6284600    6729520    6414983    
10 6530980    7201327    6801490    3041240    5495760    6849437    7184850    6843468    
11 6968250    7627095    7265892    3316120    5768556    7260638    7616600    7130262    
12 7182720    7928988    7548203    3401780    6016485    7593300    8014060    7531780    
13 7588490    8433011    7980170    2897070    6311060    7869230    8352330    7817470    
14 7859880    8560506    8234367    2904510    6447220    8143810    8618714    7990960    
15 8003480    8917940    8461730    3006540    6547780    8415650    8954849    8280460    
16 8246144    9036437    8700610    4570520    6675028    8495022    9034764    8443500    
17 8452550    9183830    8859627    4584540    6656456    8585410    9176259    8541029    
18 8583973    9258790    9017901    4641150    6742734    8688580    9220290    8724040    
19 8635970    9522677    9133352    3800630    6803570    8798400    9443780    8809273    
20 8695080    9488880    9112700    4032570    6813090    8842510    9515140    8861790    
21 8891737    9740090    9335090    3893960    6855160    9019670    9564220    9004841    
22 8857910    9725961    9432240    3244820    6846940    9002700    9722121    8967770    
23 8997560    9827210    9499020    3260440    6861104    9068660    9741812    9084863    
24 9006328    9737432    9420750    3231480    6821127    9103890    9878880    9141448    
25 9064249    9748644    9608420    3559400    6792410    9193651    9901451    8973890    
26 9142310    9797310    9583027    3761860    6741282    9126830    9900600    9078001    
27 9146320    9782590    9635581    3678270    6642507    9270381    9877020    9143083    
28 9152560    9947219    9605746    3494410    6581677    9144210    9980470    9173328    
29 9136339    9951920    9733660    3290190    6558377    9270540    10075300   9150419    
30 9002580    9928135    9670527    3340370    6436347    9376318    10215700   9113120    
31 9253610    9921280    9802426    5164900    6383550    9196930    10010129   9128460    
32 9189130    9845610    9749499    5181740    6211130    9162020    10177600   9005240    
33 9074570    9930711    9648307    5360960    6089300    9095096    10142700   9124527    
34 9201160    9945979    9696350    5339020    5972240    9153780    10088500   9152592    
35 9142180    9854632    9622450    5137460    5898560    9093589    10067075   9057550    
36 9008657    9794697    9639330    5338370    5750193    8932369    9975941    9082865    
