#  array      clh        mcs        mp         mutex      spinlock   ticket     ttas       
1  1220778    1311386    1226346    0          1089907    1397739    1376228    1364623    
2  2424342    2633584    2459162    1037024    2184218    2801828    2758650    2729984    
3  3622647    3951342    3687207    1636728    3276260    4198799    4138561    4097645    
4  4821409    5266581    4918629    1853604    4358844    5595557    5511122    5460967    
5  6018625    6583865    6150660    2393241    5454206    7002060    6896526    6830523    
6  7206128    7898867    7377558    2687364    6539031    8399715    8272500    8195142    
7  8405596    9209882    8603088    3164725    7613663    9792430    9644518    9558774    
8  9597212    10518086   9828012    3519855    8704127    11185363   11012223   10909584   
9  10611028   11630334   10878337   3774649    9595720    12323923   12144837   12032507   
10 11623544   12738778   11923433   4214917    10487123   13458299   13294137   13146679   
11 12629535   13830586   12965651   4409142    11352463   14586747   14431186   14262898   
12 13646466   14952835   14013172   4643183    12262262   15731766   15568277   15372833   
13 14651178   16057854   15058265   5120316    13145751   16863940   16705249   16488631   
14 15649277   17158902   16095084   5281247    14030886   17993540   17833920   17598068   
15 16665579   18259382   17126594   5465282    14914537   19120404   18951610   18709612   
16 17676636   19360846   18177096   5749434    15795167   20251270   20104704   19818928   
17 18446582   20193352   18979844   5890254    16417037   21063424   20911044   20601740   
18 19143044   20988796   19758160   5906488    17006672   21849516   21706420   21363960   
19 19908832   21803560   20573152   6400577    17649808   22656448   22433158   22118314   
20 20686336   22633464   21360542   6497096    18263360   23437678   23259372   22942198   
21 21437242   23447014   22153208   6544662    18857946   24251980   24051716   23718008   
22 22207380   24291624   22972248   6926408    19456384   25050926   24858578   24460292   
23 22867308   25113342   23727872   6820307    20031156   25846504   25679436   25223428   
24 23548096   25919846   24520744   6722409    20616068   26631022   26432604   25993132   
25 24107572   26321792   24973964   6508566    20917112   27056454   26922452   26402188   
26 24602682   26872472   25503906   6361478    21282384   27493344   27312552   26848736   
27 24966210   27324030   25934628   6277447    21534894   27903362   27781052   27285858   
28 25489916   27763014   26461736   6166285    21854104   28367930   28219356   27615490   
29 25986276   28240298   26960650   6051619    22162742   28777992   28640536   28056976   
30 26282144   28756308   27426658   6063941    22504992   29201824   28982520   28486730   
31 26871840   29162880   27986520   5986545    22796784   29676192   29422544   28831936   
32 27239966   29674804   28425060   5890117    23102036   30090140   29840986   29288312   
33 28260144   30787988   29428838   5834676    23897772   31143212   30871524   30310460   
34 29193680   31810680   30342000   5965316    24731452   32357244   31929160   31401468   
35 29931324   32801926   31291856   5854238    25560016   33472590   32953440   32413222   
36 30879236   33828236   32287252   5789953    26359332   34594400   33999968   33539836   
