#  array      clh        hclh       hticket    mcs        mutex      spinlock   ticket     ttas       
1  5722724    6891539    5385758    6568331    7104882    7327942    7384096    7536556    7018732    
2  5643607    6528943    4285933    6849659    6970996    4945557    7314394    7517235    7315269    
3  6753741    8052164    5469866    8519539    8398930    5429679    8981271    9141187    8935966    
4  7781561    9508700    6297749    9926169    9801066    5712542    10285469   10366814   10109219   
5  8711718    11064187   7212080    11234009   10919447   6131931    11446917   11408209   11952196   
6  9457815    12268580   8160642    12380508   12005543   6555710    12704127   12770619   12387201   
7  9780417    12745323   8343944    13166526   12109512   6600726    13161883   13213962   12918850   
8  10143974   13308411   8716739    14075235   12540591   6884228    13458577   13529387   13263359   
9  10561238   13920223   9302838    14628557   13031350   7101568    14341914   14331275   13954405   
10 11045516   14663554   9814864    15321508   12845389   7210805    14786854   14772555   14523577   
11 11437341   15267558   10245120   15734552   13770541   7245231    15238773   15201179   14930017   
12 11659960   15980249   10703407   16019089   14143092   7590706    15596058   15839411   15192739   
13 12018965   16109062   11188057   16474374   14331481   7655977    15824665   16042779   15551526   
14 12272809   16190367   11372091   16720926   14271420   7811418    16198942   16420625   15711758   
15 12619898   16651183   11559243   16796672   14452520   7918673    16380185   16616472   15891510   
16 12708696   16792714   11820098   16846152   14438815   7986453    16477926   16848868   15608761   
17 12858983   16872514   11938775   16905160   14588670   8008225    16552492   16999420   15872197   
18 12791619   16646687   11897632   16794892   14595630   8077289    16365311   17193474   15651624   
19 13163667   17437944   12458010   17194342   14836369   8254351    16726188   17588612   15793812   
20 13650116   17857586   12817554   17421104   15281757   8447125    16876890   18075270   15914856   
21 13979756   18220782   13143180   17626850   15412012   8589474    17065972   18380614   15753952   
22 14413662   18551366   13562535   17937572   15763521   8672626    16908710   18615170   15261550   
23 14499970   18784688   13796930   18141870   16073118   8815430    16586140   18696208   14193467   
24 14674926   18896518   14060004   18342612   16142547   8796160    15980493   19047742   12413012   
25 15128381   19312268   14508895   18512870   16359288   8934401    14206995   19153026   10717945   
26 15226607   19511112   14822774   18651796   16419429   8971475    12738759   19346422   9828518    
27 15368199   19751354   14950353   18786202   16836046   9046835    10689639   19319456   8895262    
28 15387910   19763302   15166495   18825782   16599825   8810499    9760465    19528692   8317078    
29 15545563   19866114   15368030   18871220   16853422   9174174    9003536    19446028   7866550    
30 15706002   20239980   15712755   19092312   17101508   9170992    8336350    19784166   7596967    
31 15726883   20231160   15944859   19221396   17179770   9217071    8076486    20080744   7087952    
32 15848478   20482132   16185825   19236220   16931366   8935924    7646167    20053464   6962606    
33 16054223   20609162   16138785   19337910   17109050   9110673    7478357    19954068   6658641    
34 15882364   20774998   16554376   19245626   17405078   8914314    6869315    20040414   6341267    
35 16009976   20553482   16474637   19295486   17300006   8971197    6584531    20133732   6195362    
36 15899991   20900356   16780096   18949526   17429908   9026742    6463104    19943758   5959619    
