#  array      clh        hclh       hticket    mcs        mutex      spinlock   ticket     ttas       
1  5539796    6737094    5370044    6370693    7009622    7115050    6930319    7310337    6787870    
2  6675721    7492350    4535170    7532498    7764901    5437604    9116935    9283614    9224046    
3  7768617    9585768    5567839    9327253    9273093    6068170    11426975   11527922   11535091   
4  9478409    11791161   6499948    11102924   10447629   6477324    14120681   14007292   13795037   
5  10690164   13869910   7626055    12174829   11533554   6849340    15953790   15489257   15968276   
6  11681392   15914255   8210858    13681573   12504745   6986934    17315306   16928502   16785282   
7  12110341   17479014   9737148    15130280   13072585   7325918    17989836   16666226   17135508   
8  12463412   17958056   10108962   15736631   13816449   7168396    17720870   17201544   17336302   
9  12533398   19892200   10764192   16692415   14308997   7511892    17646954   17166614   17012874   
10 13087009   20723292   11574008   17387582   14653980   7631579    16911254   17855000   15952514   
11 13529952   22479988   12096286   17567084   15126135   7612044    16432271   18137366   15354231   
12 13625703   23502494   12598144   18098958   15519836   7898509    16336308   18303076   12831525   
13 13816846   24291034   13512329   17551168   15695541   7726768    13275147   18160354   11113353   
14 14470016   24028692   13810047   17721590   15742889   7610446    11252797   18312448   10693864   
15 14730934   24919928   13750194   17514036   15940684   7552875    10963733   18320432   8626391    
16 15031693   25214922   14377298   16940452   16094242   7497006    9202088    18565442   8255132    
17 15498079   25902094   14837037   16395404   16468460   7715644    9025323    18868854   7216662    
18 15877242   26305830   14831667   15831539   16899620   7836592    7703289    18729972   6895706    
19 15278855   26476008   15667649   15795078   16997702   7576394    7183225    18971212   6574593    
20 15631632   27383140   16314178   15155683   17255178   7389099    6655058    19305750   6238171    
21 15895612   27546830   15956781   13819852   17682876   7531416    6412361    18991070   6217709    
22 16156545   27844760   16292455   13237506   18201274   7044223    6373156    19798206   5304383    
23 16680998   28276766   16970478   12311222   18216488   7022178    5948090    19139378   5362872    
24 16557824   28449112   17131352   12028474   18904964   7386915    5623396    19120508   5310193    
25 16505105   28548802   17733526   11684776   18695818   7355798    4917999    18949590   4640289    
26 17019782   28816140   17886544   11798367   19004860   7385096    4833516    19530348   4406875    
27 16828958   28643862   17765754   11464356   19378546   7288945    4499409    19368578   4307676    
28 17068910   29073132   18000974   11207183   19413596   6965428    4866266    19495298   4243161    
29 16926182   28934522   18739110   11195413   19583528   6975581    4093057    18732726   4372652    
30 17275716   28913338   19017910   11433665   19899390   6896938    4299167    18241282   4166146    
31 17271760   29594214   19073806   10990929   20465580   6931487    4381436    16319705   3675732    
32 17502496   29625644   19736830   11115433   20662974   7109612    4000200    15877215   3981537    
33 17747114   30168938   19076730   11225826   20954010   6708823    4298065    15795881   3553210    
34 16846418   29841574   19266248   11094975   20964402   6589444    3725908    13687224   3670886    
35 17195590   29866204   19648866   10917619   21108128   5831068    3304610    13261611   3492232    
36 16851384   30327796   20278486   10837470   21277030   6083287    2994645    12772597   3470803    
