#  array      clh        mcs        mutex      spinlock   ticket     ttas       
1  947499     919353     937410     841750     1018879    1035431    997306     
2  1744698    1826434    1753815    1570624    1898488    1909920    1860940    
3  2505466    2731892    2616176    2325690    2778007    2776630    2759877    
4  3416216    3554043    3452595    3024710    3960813    3645275    3642565    
5  4226434    4438861    4545293    3799158    4563436    4602989    4511257    
6  5329911    5317811    5134922    4489161    5213428    5464913    5354066    
7  5832923    6140528    5930065    5176104    6731000    6321005    6153889    
8  6599357    7385065    6653750    6170546    7170382    7576578    7022062    
9  7628436    7523857    7342541    6396442    7741805    7565584    7659374    
10 7801277    8080592    8136815    6722126    8966776    8400379    7994516    
11 8380451    8837123    8237156    7513834    9607154    9080850    9429135    
12 8860003    9147906    8876120    7985805    9614361    9494814    9370495    
13 9186785    9624314    9781161    8896847    9628302    10385744   9945850    
14 9880514    10654841   10233821   8688883    10806772   10845130   10289541   
15 10486156   11182195   10484384   9431962    11342845   11542457   10896176   
16 10818500   11349415   11509815   9525511    12009378   11680045   11799160   
17 11424525   12188622   11991332   10654515   13078790   12382530   11992432   
18 11440891   11853208   13044553   10166150   12294677   12759245   12038348   
19 11856958   12682843   11978242   10562102   12294691   13280653   12108893   
20 12057013   13012610   12576595   11125796   13020121   13620297   13130933   
21 12913423   13048879   13823960   11924493   13296897   13603697   12939003   
22 12784850   13741624   14026586   11241260   13529688   13881236   13565325   
23 13783282   13692924   14191230   11887387   14493347   14641750   15039381   
24 13508572   14592087   14557467   11541055   14226911   15333836   13976837   
25 13474508   14768950   14239044   12368476   14938131   15290511   14326093   
26 14633432   16088223   14223036   12452650   15478995   14459267   15447797   
27 14400115   16508418   16084541   11676938   15082488   14798352   14963101   
28 14128019   15683167   14927044   11854368   14817128   15284428   15094686   
29 15083571   15227058   15384999   12336961   15554689   15703576   14243479   
30 15102934   15466169   15725527   11938150   14564526   16023146   14191223   
31 15354603   16364108   15207509   12911715   15504414   16182660   16582037   
32 14647386   16174230   16077574   12542329   17187024   16077852   14983792   
33 15029633   17900108   16560887   12744005   16526811   15834356   16318309   
34 15498198   17123316   16272727   14637055   16909990   17293564   16330655   
35 16330910   17335076   16740632   14065793   16206762   16871224   17550340   
36 16498031   17071056   18934764   13657729   17683358   17631016   16587870   
