#  array      clh        hclh       hticket    mcs        mutex      spinlock   ticket     ttas       
1  5939276    6184182    4981160    6012376    6299494    6094442    6331981    6317065    6300431    
2  8537439    7781301    6068326    7933850    7791301    7643103    8465965    8421048    8358884    
3  11706434   10335184   7972440    10793939   10377090   9701657    11104203   10938583   10915555   
4  14642797   13292150   9837594    13520274   12876974   11259762   14015939   13081003   13496726   
5  16442784   15126108   11130747   15243051   14278522   12147049   16792818   15559540   16270567   
6  18815160   16812732   12761849   16980048   15637409   13227921   19784598   17480732   19162368   
7  19903124   18371280   13852692   17867314   16735859   13135234   21563044   18344770   20354098   
8  21918574   19745672   15136668   18460752   18127220   13972884   22413064   20030630   22205038   
9  23126912   20814238   16375845   19610408   19164218   14146608   24631608   21431268   23538516   
10 24847732   22511248   17708442   20950314   20254088   10542046   26306154   22444348   25037164   
11 20892784   16809796   15708455   17507886   14788661   11558995   18611984   16067772   16948098   
12 18887782   16561404   15084165   16595226   12551609   9340847    15806901   15892165   12063884   
13 19528786   14111298   14746054   14801929   11930000   6002113    12933979   13768234   10569762   
14 17852590   13083122   14308584   14735488   10378957   6084159    11315294   11899635   10739399   
15 17510032   12972926   14544193   13504800   10060905   7414043    8568031    11110925   8370976    
16 17451508   13208188   14701639   13781553   9730972    5630480    8567983    9020779    7980799    
17 17421984   12467084   14742905   12560542   9858065    4939045    8460359    8535330    8393102    
18 17731010   11845258   14744179   12456148   9161180    4941056    7790146    8330130    8031917    
19 17926458   12168129   15448966   12359341   9033739    4878899    5536495    8385456    6641386    
20 20514040   12229934   16415712   12334591   9628157    5076624    4730173    8030842    7702918    
21 17534160   10608413   15362471   10956722   8156641    5025807    5937592    6920422    6547648    
22 17314672   9827899    14489513   10148878   8168900    4806921    4591668    6344726    5700669    
23 17080792   9276781    15401432   9706282    7711927    4221969    4339593    6311957    4573171    
24 19655460   8956341    14914797   9966754    6454642    3941504    3796323    5676964    4895766    
25 18805220   8716536    14215379   9023105    7015935    3929732    3902871    6842258    4138502    
26 16481317   8798298    14270173   8874420    6534966    4145641    2868430    5488743    4384195    
27 15543905   8539250    12689291   8609409    6996770    3781771    3138237    5514936    4386357    
28 15682673   8407204    11009613   8710495    6897222    3714600    3573002    5452277    4593083    
29 16521202   8210981    10383041   8154637    6156520    3745495    3115271    6622469    3847228    
30 16271343   8176276    11391524   9122629    6638310    3984920    2669633    6128026    3813152    
31 18209876   7200507    10956623   8400465    5812910    3916861    2262359    6028247    3270720    
32 16103333   7501313    12429630   8103822    5502552    3860359    2164960    5482934    3634620    
33 15605951   6648629    16388852   7019663    5766530    3333915    2454229    5290789    2756147    
34 17041946   6385193    8307080    6869494    5556907    3383752    2838672    4475633    3475135    
35 15899886   6809984    9715481    7323147    5247167    3382848    2231213    4518978    3428163    
36 15535197   6725820    11107670   6480327    5446700    3218817    2277394    5293404    3377196    
