#  array      clh        hclh       hticket    mcs        mp         mutex      spinlock   ticket     ttas       
1  4137018    4761775    4036443    4547407    4820206    0          4792747    4879326    4935969    4716900    
2  2228690    2305513    1927864    2427062    1998351    391261     4341198    2837442    2644128    3132653    
3  2059391    2375945    2381230    2829748    3678863    1532697    3501062    3362814    3049357    3727918    
4  2736054    3185555    2745821    3245137    2962058    1572495    3908472    3564441    3235264    4894514    
5  3305290    3279991    3296468    3981964    3233672    2458345    4014684    4822963    3553053    6002698    
6  2614230    3917466    3407651    3745850    3373684    3035367    4150153    4587291    3326538    6214497    
7  2819021    4559712    4391291    4252822    3723354    3294764    4261976    6233202    3240811    6362747    
8  3011893    4293538    5048658    4261206    4076462    3853265    4528148    5436220    3699874    6923353    
9  3030185    4641855    4165785    4462774    4429882    4226908    4585704    5720168    4277297    7253084    
10 3502321    5937020    5318461    4738039    4501774    4547294    4833155    6367039    3559220    7286534    
11 3582212    4570122    6191995    4859487    3827685    5077932    4797534    6985109    4098074    7015689    
12 3430311    4291661    5203903    5439010    4187740    5405485    4931156    6324517    4193975    7824462    
13 3187456    4971088    5066766    4669963    4352948    5655991    4943830    6764814    3773279    7768922    
14 4141965    4650491    5019498    4107419    3932722    5878589    4868375    5763331    3985850    7321771    
15 3451232    4668648    5482046    4412446    4350313    6236145    4945756    6582738    4184609    7013295    
16 3437994    4884986    5058663    4535642    3711650    6788959    4927994    5517938    4255551    6745096    
17 3462413    4465839    5163868    4224111    4220422    7039300    4926168    6139569    3981852    7510538    
18 3269868    4959917    5467378    4710794    4079310    7277246    4789555    5888158    3821615    5986092    
19 3485680    4522521    5610071    3648195    3846538    7056438    4986036    6180977    4335566    5350802    
20 3352322    4503414    4382573    3821939    4163102    7192083    4879845    5081000    4044570    4690763    
21 3564037    4840107    5911265    3587262    4648058    7279022    4877052    4510089    4366650    4726461    
22 3585198    4519413    5470767    3752956    4480596    8760832    4991259    4486405    3895953    4348805    
23 3503891    4423880    4560651    3588327    4152635    9070434    4990259    4440696    3811011    4346994    
24 3667640    5113160    5323730    3896612    4138163    9357589    4887843    4612352    4076295    4418183    
25 3476140    4646417    5375281    3472096    4375092    9490234    4878569    4232050    3901527    3744436    
26 3500120    4517416    5643539    3685524    4143230    9776402    4862769    3926027    3842790    4132891    
27 3474334    4586759    4790209    3668112    4711643    9952798    4989257    3641576    3682937    3721775    
28 3458904    4504047    5247666    3973047    4676961    7551552    4554646    3705440    4024217    3641793    
29 3485433    5134314    6036232    3938160    4871453    7670786    4177675    3279662    3679703    3219590    
30 3560407    4821546    5490564    3794528    4671749    7789206    4927457    3414489    3592390    3224520    
31 3491187    4579024    4693716    3310757    4633707    8916482    4860215    3153973    3698548    3071690    
32 3688359    4476899    6026509    3299605    4200614    8971338    4872992    3196361    3574566    3047254    
33 3461305    4277280    4358251    3661242    4875482    9039059    3933268    2829504    3615456    2910688    
34 3450917    4788812    5085612    3247030    3944833    8477260    3997696    2910943    3554306    2876878    
35 3443963    5009776    4511101    3382338    4201550    8565481    4706279    2739755    3537854    2644065    
36 3441929    4542801    5146024    3154596    4230149    8511094    4494707    2507779    3556859    2633207    
