#  array      clh        mcs        mutex      spinlock   ticket     ttas       
1  1461977    1570655    1440623    1194670    1577731    1634080    1516396    
2  2815675    3056350    2829070    2316028    3095484    3162256    2984087    
3  4109254    4488697    4165418    3367682    4551191    4634833    4345841    
4  5333019    5874567    5520751    4390298    5947843    6086390    5698161    
5  6582825    7233238    6780040    5324748    7307889    7449980    6973327    
6  7719467    8524559    7979821    6222206    8599695    8829682    8124633    
7  8838821    9742123    9177239    7040847    9809066    10068683   9285437    
8  9911935    10964947   10292837   7824695    10922625   11301335   10312739   
9  10702258   11801894   11122716   8301490    11705525   12139149   11059375   
10 11433483   12607499   11927317   8798363    12456289   13008846   11764128   
11 12150043   13400605   12701731   9210285    13119487   13791631   12371013   
12 12756801   14090275   13497882   9708229    13829042   14551366   13030199   
13 13524620   14859986   14245171   10059460   14424554   15280499   13578842   
14 14137814   15498605   14929651   10470707   15033935   16006330   14125691   
15 14706331   16187135   15629060   10765072   15621277   16664327   14578782   
16 15352071   16836750   16180347   11089095   16142189   17256778   15107429   
17 15495033   17001560   16510142   11093712   16327125   17367662   15312394   
18 15769680   17357416   16809486   11158068   16447762   17651644   15466855   
19 15905867   17680606   17053870   11132339   16607193   17935316   15715451   
20 16268374   17858450   17454890   11271653   16765342   17996446   15919845   
21 16462981   18190848   17787492   11275377   16938454   18163826   15913143   
22 16678294   18278320   18035942   11368094   17152350   18412606   16166779   
23 16937216   18740704   18281486   11312537   17275324   18567352   16224077   
24 17018552   18906178   18573082   11218629   17366960   18780274   16243802   
25 17120436   18912608   18537492   11245925   17211770   18468900   16251293   
26 17040292   18973200   18542080   11096387   17145496   18069066   16144363   
27 16789700   18887066   18620852   10985837   16950252   17943432   16089773   
28 16871060   18699466   18313028   10723111   16893156   17697344   15965777   
29 16688682   18832984   18618252   10710946   16824340   17490896   15947332   
30 16946392   18768020   18684224   10475332   16583672   17393056   15678075   
31 16822770   18754886   18362824   10324977   16475351   17086406   15550618   
32 16845316   18906142   18673892   10247529   16476609   16845326   15327430   
33 17107648   19393866   19035464   10472910   16935204   16942968   15712793   
34 17431916   19130018   19195644   10533034   17093324   17707688   16214390   
35 17740168   19837464   19523988   10547954   17626608   17904296   16538806   
36 17597396   19595402   19783208   10813075   17793828   18096636   17045164   
