#  array      clh        hclh       hticket    mcs        mutex      spinlock   ticket     ttas       
1  8347769    9058530    6888456    8582937    9026662    8812046    8988725    8943376    9011910    
2  11781738   11218039   7406074    10723420   11673088   10920614   13290684   13126557   12781650   
3  15549597   12844495   9258740    14592576   14486890   13109875   17859948   17035856   16932096   
4  19024286   14156841   11100115   17322348   16833508   15027447   21929066   20272174   20611186   
5  21440434   19701342   12591302   19138514   19290202   15852778   24696190   22176232   23082778   
6  23965498   21023726   14408118   21259328   21246632   16862146   27709408   24232000   25939976   
7  25309090   23961858   15315556   21443992   22579512   17382446   29523196   24885340   27411090   
8  27405218   26264072   17181108   23313442   24510460   18141852   31430688   26311212   27959848   
9  29012122   28529672   18698442   24236260   26158560   18957396   28597660   27266186   30846664   
10 30683450   30390428   20236892   25766224   27499166   19686208   34433128   28076438   32009528   
11 19697578   20917638   14158202   20908328   18277108   15745388   19465490   20384806   16756278   
12 17531980   19024048   12088539   18207344   14600282   12325000   15311994   16040888   13325300   
13 15214151   16547463   11201534   15688952   12140026   9713889    13001827   10893282   12406933   
14 14296940   14151800   11575834   14229999   12390130   8529982    11576999   11510665   10046233   
15 12628160   13313277   10249131   12885110   11091217   7676190    10074183   9681290    8742901    
16 14608094   12342921   10017473   13642963   10568566   7761842    9162910    8610151    8792006    
17 12247272   12244520   10611616   12430112   10329939   5682162    6387911    8924919    8490885    
18 11267864   12455836   10016020   10965160   9745262    5172119    7804286    7942861    8230121    
19 10997786   11445121   10136527   11809451   10203912   6038224    7094385    7982870    7419392    
20 13168972   12117862   10407598   11796461   9223646    5072445    6188698    8456592    7651070    
21 9678148    10458527   8395311    10407340   8285966    5289092    6506487    7790878    6701317    
22 9246833    8755563    7699780    8392112    7212776    4805417    5752824    6304919    5885647    
23 9456562    8552584    7979890    8889652    7742221    5643541    3878620    5874038    5709167    
24 8800308    8350133    7570332    8510130    6698522    4830845    3020923    5646596    5105279    
25 8399627    8038629    6865470    8031410    6716687    4260205    3323187    5483151    5174689    
26 8587639    7888303    7361351    8141343    7022678    4285866    3935829    5699327    5219121    
27 9015926    7527758    7432844    7896533    6535482    4261206    3853210    5371935    5690295    
28 8788295    7623065    7301132    7823448    6497689    4091392    2941900    5476603    5536532    
29 8866108    7641627    7314768    7733562    6768049    4331775    2642073    6140369    4338923    
30 8112900    7585467    7265599    7691802    6423429    4054130    3794140    5563330    5128031    
31 7991113    6646024    6965320    7571584    6083944    4229634    2534104    5437884    3830707    
32 7874048    6179102    6435235    6451431    5919037    3838523    2661331    4886947    4043775    
33 7347104    6125798    6397880    6269048    5811873    3902604    2316408    5579447    3994780    
34 7096684    6304513    5789224    6748769    5503997    4108716    2007676    5327937    3321396    
35 6732768    6351134    5501474    5898825    5558955    3728388    3076665    4483257    3820519    
36 6372924    6092921    5575706    5126181    5047061    4246550    2167950    5219632    3080817    
