#  array      clh        mcs        mp         mutex      spinlock   ticket     ttas       
1  997326     1057876    915627     0          813692     1059503    1062855    1039420    
2  1741008    1854640    1700043    659903     1505170    1860520    1854422    1827324    
3  2445436    2579451    2555242    1086157    2196603    2604975    2602256    2552527    
4  3192501    3289001    3182865    1181240    2771100    3416309    3298291    3353387    
5  3826691    4088287    3814774    1556913    3333503    4045775    3973232    3963797    
6  4471452    4622779    4487480    1792352    3834133    4645174    4662020    4540697    
7  4911212    5235998    5110333    2051002    4294287    5198472    5231177    5076869    
8  5485128    5842946    5621994    2306185    4718782    5787652    5831071    5643362    
9  5793994    6050745    5944688    2494411    5075551    6016381    6087208    5885076    
10 6097630    6448531    6387646    2716116    5337772    6395384    6413447    6251272    
11 6403412    6800777    6623053    2862971    5518390    6678000    6713855    6538616    
12 6738342    7153286    6960811    3036683    5742882    7002755    7047054    6847801    
13 7134447    7467571    7301928    3284534    5979674    7193327    7314918    7026774    
14 7299035    7739210    7569834    3421650    6196065    7432498    7557249    7249794    
15 7480848    7971996    7858125    3573228    6358501    7662840    7779444    7493604    
16 7755141    8151834    8139011    3767535    6519229    7924097    7996551    7636235    
17 7869540    8302152    8153920    3825176    6569800    7983565    8094019    7790748    
18 7924748    8362993    8336562    3857008    6595883    8095469    8143980    7893447    
19 8059320    8513124    8460293    3957608    6623866    8093304    8190131    7946986    
20 8173193    8713829    8552096    4029249    6618759    8196477    8237173    8022845    
21 8261077    8777731    8642354    4101186    6676876    8235874    8292098    8078390    
22 8338328    8921101    8760817    4564992    6693511    8300850    8332249    8073718    
23 8432515    8926981    8868739    4569405    6702574    8391852    8397020    8142778    
24 8541834    9072098    8906212    4581235    6714790    8440199    8382312    8167764    
25 8489875    8954234    8837705    4511367    6644472    8394942    8327085    8164919    
26 8469835    9069767    8899336    4506697    6586120    8339762    8207826    8128762    
27 8451461    9100901    8928378    4506894    6524724    8274504    8126150    8090472    
28 8458033    8998994    8911648    3961227    6444822    8223664    8012713    8102741    
29 8464701    8972066    8920491    4001306    6361260    8194786    7996258    7973983    
30 8466373    9031261    8950102    4020254    6281543    8183383    7904001    7875248    
31 8435084    8982364    8903002    4224871    6187992    8158591    7827745    7796384    
32 8468276    9016266    8921522    4137228    6114501    8163067    7756387    7718495    
33 8548924    9124396    9073524    4067555    6157778    8264696    7886395    7874337    
34 8649650    9307213    9130026    3896823    6234536    8387211    7981937    8037411    
35 8722405    9288469    9219152    3710238    6294420    8503941    8108972    8213216    
36 8808421    9384492    9302685    3683478    6321383    8594520    8180231    8347933    
