#  array      clh        mcs        mutex      spinlock   ticket     ttas       
1  1520077    1640900    1498530    1233073    1637623    1696924    1581771    
2  2907810    3188982    2941170    2379573    3203075    3277199    3083348    
3  4227130    4673634    4320764    3466289    4696375    4799060    4504244    
4  5496183    6101432    5665914    4482105    6114513    6259481    5847173    
5  6730953    7465642    6924938    5416287    7448453    7636940    7106502    
6  7896763    8795773    8166915    6313738    8744919    8971032    8296600    
7  9017962    10040128   9351251    7153102    9941457    10241688   9413694    
8  10099622   11253095   10471777   7894051    11079912   11439867   10449166   
9  10859986   12084678   11324159   8423022    11831169   12298268   11181028   
10 11638772   12928156   12141162   8900737    12556329   13124054   11871507   
11 12365201   13687208   12916633   9358806    13243392   13917120   12524158   
12 13021814   14372672   13668422   9737169    13903181   14664947   13128636   
13 13659780   15120515   14320265   10092840   14483895   15354293   13702903   
14 14310474   15826846   15059782   10496091   15112613   16045219   14221071   
15 14865091   16490356   15759297   10796032   15674177   16659616   14702324   
16 15456916   17040548   16377530   11084693   16196210   17256446   15169905   
17 15697851   17281400   16682672   11150569   16327760   17444518   15351999   
18 15899295   17547826   16932848   11211182   16431327   17221084   15532674   
19 16087189   17766290   17207480   11225767   16576223   17749648   15721758   
20 16257866   18029098   17487586   11269575   16710559   17873748   15759052   
21 16371758   18308404   17804156   11290360   16858154   18068310   15841520   
22 16745844   18563740   18030084   11323326   16972528   18225620   16020945   
23 16924328   18789000   18310048   11321219   17073716   18305764   16105756   
24 17145458   18934868   18545468   11289057   17259122   18430722   16134329   
25 17057344   18921502   18494012   11156915   16918578   18187548   16129739   
26 16954570   18834214   18452868   11042643   16881488   17880912   16034236   
27 16839124   18808272   18415318   10835112   16753075   17623216   15957141   
28 16862744   18790062   18343678   10703245   16650610   17307960   15805978   
29 16684206   18722844   18120916   10607051   16462720   17203900   15576165   
30 16768112   18644054   18413924   10455572   16400923   16945144   15477830   
31 16502826   18663724   18464820   10326934   16272290   16715491   15191349   
32 16731398   18727864   18410348   10171344   16044603   16446849   15084553   
33 16982996   18955428   18697368   10342070   16530856   16861344   15549537   
34 17209334   19234012   18981648   10497345   16855328   17125476   15944609   
35 17521954   19219956   19167578   10593283   17117278   17407744   16325653   
36 17718232   19683736   19483136   10735906   17475120   17660074   16757059   
